"League","variable","mean","sd","min","25%","50%","75%","max"
"NACL","totalMinionsKilled.mean",97.9067801561377,84.8190309421336,19.8369565217391,24.9586400619915,32.669062679701,184.389812889813,217.965517241379
"NACL","totalTimeCCDealt.mean",236.908716174874,125.46914550717,114.666666666667,145.014929667519,182.258078730905,318.151607740434,579.858974358974
"NACL","baronKills.mean",0.11332224386987,0.131635303093215,0,0.0123672341044668,0.0522650439486139,0.193460702081392,0.36231884057971
"NACL","dragonKills.mean",0.378139442923929,0.47512760413098,0,0.02210433244916,0.103758931345138,0.888010350776308,1.23188405797101
"NACL","totalDamageDealt.mean",123996.035069693,64081.5146725909,17710.2717391304,91925.082605849,145550.471590909,174876.468390805,182433.891891892
"NACL","totalDamageTaken.mean",20276.5549695384,5787.59350189636,13932.0543478261,15132.1712981744,18455.483046683,25896.0742368178,28861.5257731959
"NACL","totalDamageDealtToChampions.mean",15993.707454892,5284.86152346383,5798.72826086957,14607.2312672778,17572.8730892286,18900.527027027,23683.4252873563
"NACL","damageDealtToObjectives.mean",12541.437707962,9135.1827625508,1412.59550561798,4946.20660555798,13009.7443850267,20705.7079499712,26818.7536231884
"NACL","goldEarnedPerMinute.mean",413.940411367458,78.1093283323789,276.893401583418,383.696860256026,443.089271104124,467.426193604448,494.48842873203
"NACL","visionScore.mean",31.8933704974485,18.5510702687419,16.3454545454545,19.2113927738928,23.4828643076066,35.7988193403298,66.8586956521739
"NACL Qualifiers","goldEarned.mean",7167.64197530864,NA,7167.64197530864,7167.64197530864,7167.64197530864,7167.64197530864,7167.64197530864
"NACL Qualifiers","kills.mean",1.95061728395062,NA,1.95061728395062,1.95061728395062,1.95061728395062,1.95061728395062,1.95061728395062
"NACL Qualifiers","deaths.mean",5.20987654320988,NA,5.20987654320988,5.20987654320988,5.20987654320988,5.20987654320988,5.20987654320988
"NACL Qualifiers","assists.mean",13.9012345679012,NA,13.9012345679012,13.9012345679012,13.9012345679012,13.9012345679012,13.9012345679012
"NACL Qualifiers","champExperience.mean",7951.49382716049,NA,7951.49382716049,7951.49382716049,7951.49382716049,7951.49382716049,7951.49382716049
"NACL Qualifiers","player.WR.mean",0.54320987654321,NA,0.54320987654321,0.54320987654321,0.54320987654321,0.54320987654321,0.54320987654321
"NACL Qualifiers","turretKills.mean",0.148148148148148,NA,0.148148148148148,0.148148148148148,0.148148148148148,0.148148148148148,0.148148148148148
"NACL Qualifiers","totalMinionsKilled.mean",25.4320987654321,NA,25.4320987654321,25.4320987654321,25.4320987654321,25.4320987654321,25.4320987654321
"NACL Qualifiers","totalTimeCCDealt.mean",195.950617283951,NA,195.950617283951,195.950617283951,195.950617283951,195.950617283951,195.950617283951
"NACL Qualifiers","baronKills.mean",0,NA,0,0,0,0,0
"NACL Qualifiers","dragonKills.mean",0.0246913580246914,NA,0.0246913580246914,0.0246913580246914,0.0246913580246914,0.0246913580246914,0.0246913580246914
"NACL Qualifiers","totalDamageDealt.mean",21538.6419753086,NA,21538.6419753086,21538.6419753086,21538.6419753086,21538.6419753086,21538.6419753086
"NACL Qualifiers","totalDamageTaken.mean",14338.8888888889,NA,14338.8888888889,14338.8888888889,14338.8888888889,14338.8888888889,14338.8888888889
"NACL Qualifiers","totalDamageDealtToChampions.mean",7532.13580246914,NA,7532.13580246914,7532.13580246914,7532.13580246914,7532.13580246914,7532.13580246914
"NACL Qualifiers","damageDealtToObjectives.mean",1086.22222222222,NA,1086.22222222222,1086.22222222222,1086.22222222222,1086.22222222222,1086.22222222222
"NACL Qualifiers","goldEarnedPerMinute.mean",308.083036587074,NA,308.083036587074,308.083036587074,308.083036587074,308.083036587074,308.083036587074
"NACL Qualifiers","visionScore.mean",56.2592592592593,NA,56.2592592592593,56.2592592592593,56.2592592592593,56.2592592592593,56.2592592592593
"PGCQ","goldEarned.mean",11422.7804878049,NA,11422.7804878049,11422.7804878049,11422.7804878049,11422.7804878049,11422.7804878049
"PGCQ","kills.mean",6.89024390243902,NA,6.89024390243902,6.89024390243902,6.89024390243902,6.89024390243902,6.89024390243902
"PGCQ","deaths.mean",4.19512195121951,NA,4.19512195121951,4.19512195121951,4.19512195121951,4.19512195121951,4.19512195121951
"PGCQ","assists.mean",9.10975609756098,NA,9.10975609756098,9.10975609756098,9.10975609756098,9.10975609756098,9.10975609756098
"PGCQ","champExperience.mean",12276.5975609756,NA,12276.5975609756,12276.5975609756,12276.5975609756,12276.5975609756,12276.5975609756
"PGCQ","player.WR.mean",0.560975609756098,NA,0.560975609756098,0.560975609756098,0.560975609756098,0.560975609756098,0.560975609756098
"PGCQ","turretKills.mean",0.597560975609756,NA,0.597560975609756,0.597560975609756,0.597560975609756,0.597560975609756,0.597560975609756
"PGCQ","totalMinionsKilled.mean",23.2439024390244,NA,23.2439024390244,23.2439024390244,23.2439024390244,23.2439024390244,23.2439024390244
"PGCQ","totalTimeCCDealt.mean",305.426829268293,NA,305.426829268293,305.426829268293,305.426829268293,305.426829268293,305.426829268293
"PGCQ","baronKills.mean",0.524390243902439,NA,0.524390243902439,0.524390243902439,0.524390243902439,0.524390243902439,0.524390243902439
"PGCQ","dragonKills.mean",1.68292682926829,NA,1.68292682926829,1.68292682926829,1.68292682926829,1.68292682926829,1.68292682926829
"PGCQ","totalDamageDealt.mean",183650.109756098,NA,183650.109756098,183650.109756098,183650.109756098,183650.109756098,183650.109756098
"PGCQ","totalDamageTaken.mean",28510.2317073171,NA,28510.2317073171,28510.2317073171,28510.2317073171,28510.2317073171,28510.2317073171
"PGCQ","totalDamageDealtToChampions.mean",18079.1585365854,NA,18079.1585365854,18079.1585365854,18079.1585365854,18079.1585365854,18079.1585365854
"PGCQ","damageDealtToObjectives.mean",29306.1829268293,NA,29306.1829268293,29306.1829268293,29306.1829268293,29306.1829268293,29306.1829268293
"PGCQ","goldEarnedPerMinute.mean",425.720634586381,NA,425.720634586381,425.720634586381,425.720634586381,425.720634586381,425.720634586381
"PGCQ","visionScore.mean",25.9268292682927,NA,25.9268292682927,25.9268292682927,25.9268292682927,25.9268292682927,25.9268292682927
"Prime League","goldEarned.mean",10516.0952455082,1909.32869114403,6882.44086021505,10096.2785631011,11047.4942528736,11632.2240196078,13796.6913580247
"Prime League","kills.mean",5.25794982386872,2.19197775958427,1.29473684210526,4.67934782608696,5.63440860215054,6.52117452440033,10.1111111111111
"Prime League","deaths.mean",4.75148725778201,0.785200664068313,2.9625,4.31816693944354,4.73076923076923,5.22956989247312,6.48148148148148
"Prime League","assists.mean",8.01393775858853,3.1226987290138,4.20652173913043,5.9262443438914,6.90123456790123,9.21390937829294,14.5520833333333
"Prime League","champExperience.mean",11501.9248334978,1853.91296056921,7978.65591397849,10726.1258741259,11723.4838709677,12774.0929174789,14882.9263157895
"Prime League","player.WR.mean",0.533793060186166,0.0655430265656389,0.424242424242424,0.474215842636895,0.532608695652174,0.57959714100065,0.738461538461539
"Prime League","turretKills.mean",1.19370702662984,0.689124831694309,0.0860215053763441,0.624040343218425,1.35632183908046,1.65766253869969,2.46913580246914
"Prime League","totalMinionsKilled.mean",126.258206962965,80.7076641730222,19.6842105263158,27.3389460002363,177.94623655914,192.781203515889,213.505263157895
"Prime League","totalTimeCCDealt.mean",246.372275782635,127.024115246879,91.5604395604396,151.840501792115,199.545454545455,314.178246484698,554.228260869565
"Prime League","baronKills.mean",0.0873469264278388,0.119997764240224,0,0.0205176767676768,0.0344827586206897,0.0902687000726216,0.384615384615385
"Prime League","dragonKills.mean",0.25110914674816,0.459044527754477,0,0.0259042033235582,0.0459770114942529,0.137231968810916,1.55
"Prime League","totalDamageDealt.mean",120274.335134941,57461.2278288543,17619.0843373494,109592.733464385,142436.011494253,155725.291825308,189159.3875
"Prime League","totalDamageTaken.mean",19974.1278653539,4304.13738816233,14667.75,16346.0103107969,18700.7411764706,23487.3695652174,29738.2747252747
